distance,passengers,hour,weekday,trip_minutes,payment,color,pickup_borough,dropoff_borough,fare,tip,tolls,total
1.76,1,12,Tuesday,12.32,credit card,yellow,Manhattan,Manhattan,9.5,1.0,0.0,13.8
1.27,1,14,Wednesday,13.53,credit card,yellow,Manhattan,Manhattan,9.5,3.2,0.0,16.0
2.05,1,19,Thursday,12.88,credit card,yellow,Manhattan,Manhattan,10.5,1.08,0.0,15.88
4.03,6,0,Thursday,22.63,credit card,yellow,Manhattan,Manhattan,17.0,2.08,0.0,22.88
1.1,1,7,Thursday,7.53,credit card,yellow,Manhattan,Manhattan,7.0,2.05,0.0,12.35
0.55,1,6,Sunday,3.57,credit card,yellow,Manhattan,Manhattan,4.5,1.2,0.0,9.0
2.68,3,21,Thursday,17.23,cash,yellow,Manhattan,Manhattan,12.5,0.0,0.0,16.3
1.7,1,15,Tuesday,21.03,credit card,yellow,Manhattan,Manhattan,13.0,3.25,0.0,19.55
0.58,6,18,Wednesday,5.03,credit card,yellow,Manhattan,Manhattan,5.0,2.32,0.0,11.62
7.35,3,0,Friday,21.25,credit card,yellow,Manhattan,Bronx,22.5,1.0,0.0,27.3
2.9,1,17,Wednesday,24.03,credit card,yellow,Manhattan,Manhattan,16.0,4.06,0.0,24.36
1.96,5,10,Thursday,18.3,credit card,yellow,Manhattan,Manhattan,12.5,3.16,0.0,18.96
1.0,2,21,Friday,7.72,credit card,yellow,Manhattan,Manhattan,7.0,2.15,0.0,12.95
9.9,1,19,Friday,45.57,credit card,yellow,Manhattan,Brooklyn,35.0,7.85,0.0,47.15
0.8,2,13,Sunday,3.47,cash,yellow,Manhattan,Manhattan,4.5,0.0,0.0,7.8
1.56,1,8,Saturday,4.45,credit card,yellow,Manhattan,Manhattan,6.5,1.96,0.0,11.76
2.7,2,20,Thursday,16.7,cash,yellow,Manhattan,Manhattan,13.5,0.0,0.0,17.3
19.98,1,20,Sunday,44.53,credit card,yellow,Queens,Manhattan,52.0,10.0,5.76,71.06
5.88,2,10,Sunday,33.97,credit card,yellow,Manhattan,Manhattan,26.0,8.79,0.0,38.09
0.5,1,8,Tuesday,3.32,credit card,yellow,Manhattan,Manhattan,4.5,1.55,0.0,9.35
1.27,1,18,Tuesday,16.65,credit card,yellow,Manhattan,Manhattan,11.0,3.06,0.0,18.36
1.77,1,18,Thursday,15.12,credit card,yellow,Manhattan,Manhattan,11.5,4.74,0.0,20.54
1.38,1,9,Tuesday,7.17,credit card,yellow,Manhattan,Manhattan,7.0,2.06,0.0,12.36
0.55,3,8,Monday,5.32,credit card,yellow,Manhattan,Manhattan,5.0,3.0,0.0,11.3
1.8,4,12,Sunday,10.45,credit card,yellow,Manhattan,Manhattan,9.0,2.45,0.0,14.75
10.2,1,16,Wednesday,65.1,cash,yellow,Manhattan,Bronx,43.0,0.0,0.0,46.3
0.7,1,13,Friday,4.75,credit card,yellow,Manhattan,Manhattan,5.5,1.75,0.0,10.55
1.9,2,8,Wednesday,27.53,cash,yellow,Manhattan,Manhattan,16.5,0.0,0.0,19.8
1.55,2,19,Saturday,10.62,cash,yellow,Manhattan,Manhattan,9.0,0.0,0.0,12.3
2.5,1,12,Friday,17.1,credit card,yellow,Manhattan,Manhattan,13.0,2.0,0.0,18.3
3.8,1,19,Thursday,23.2,credit card,yellow,Manhattan,Manhattan,17.5,4.35,0.0,26.15
1.7,1,10,Wednesday,10.2,credit card,yellow,Manhattan,Manhattan,9.0,1.5,0.0,13.8
0.87,6,19,Saturday,6.58,cash,yellow,Manhattan,Manhattan,6.0,0.0,0.0,9.3
6.0,1,13,Wednesday,37.87,cash,yellow,Manhattan,Manhattan,28.5,0.0,0.0,31.8
2.18,1,12,Sunday,13.52,cash,yellow,Bronx,Bronx,11.0,0.0,0.0,11.8
18.9,1,16,Thursday,55.85,credit card,yellow,Queens,Manhattan,52.0,13.1,5.76,78.66
1.93,1,13,Wednesday,13.38,credit card,yellow,Manhattan,Manhattan,10.5,2.76,0.0,16.56
4.8,1,16,Saturday,19.07,cash,yellow,Manhattan,Manhattan,17.5,0.0,0.0,20.8
0.5,1,7,Monday,4.57,cash,yellow,Manhattan,Manhattan,5.0,0.0,0.0,8.3
0.63,1,21,Wednesday,3.63,credit card,yellow,Manhattan,Manhattan,4.5,1.66,0.0,9.96
17.5,1,17,Tuesday,56.63,credit card,yellow,Manhattan,Queens,52.0,13.1,5.76,78.66
10.19,1,13,Sunday,34.5,credit card,yellow,Queens,Manhattan,33.0,10.52,5.76,52.58
10.51,3,23,Saturday,32.17,cash,yellow,Manhattan,Bronx,33.5,0.0,0.0,37.3
2.53,1,15,Saturday,21.63,credit card,yellow,Manhattan,Manhattan,14.5,3.56,0.0,21.36
1.7,1,20,Thursday,8.82,cash,yellow,Manhattan,Manhattan,9.0,0.0,0.0,12.8
0.7,1,10,Friday,5.87,credit card,yellow,Manhattan,Manhattan,5.5,2.6,0.0,11.4
3.32,1,23,Friday,15.58,cash,yellow,Manhattan,Bronx,13.5,0.0,0.0,14.8
0.86,5,8,Friday,5.33,credit card,yellow,Manhattan,Manhattan,5.5,1.32,0.0,10.12
2.24,1,22,Friday,13.17,credit card,yellow,Manhattan,Manhattan,10.5,2.86,0.0,17.16
1.6,2,23,Wednesday,7.1,credit card,yellow,Manhattan,Manhattan,7.5,7.0,0.0,18.3
21.36,1,12,Friday,50.35,credit card,yellow,Manhattan,Queens,52.0,10.0,5.76,71.06
0.6,1,14,Wednesday,9.63,credit card,yellow,Manhattan,Manhattan,7.5,2.15,0.0,12.95
0.5,2,14,Saturday,3.08,credit card,yellow,Manhattan,Manhattan,4.5,1.56,0.0,9.36
3.25,2,17,Sunday,16.37,credit card,yellow,Manhattan,Manhattan,14.0,2.0,0.0,19.3
1.57,1,18,Thursday,20.35,credit card,yellow,Manhattan,Manhattan,13.0,2.5,0.0,19.8
1.59,1,22,Tuesday,7.92,credit card,yellow,Manhattan,Manhattan,7.5,2.26,0.0,13.56
1.2,1,18,Sunday,7.17,credit card,yellow,Manhattan,Manhattan,7.0,2.06,0.0,12.36
0.8,1,15,Wednesday,5.67,cash,yellow,Manhattan,Manhattan,5.5,0.0,0.0,8.8
1.68,1,21,Wednesday,6.72,credit card,yellow,Manhattan,Manhattan,7.0,2.16,0.0,12.96
0.87,4,23,Thursday,6.52,cash,yellow,Manhattan,Manhattan,6.0,0.0,0.0,9.8
2.2,1,0,Sunday,10.85,credit card,yellow,Manhattan,Manhattan,10.0,1.0,0.0,14.8
8.9,2,14,Monday,27.18,credit card,yellow,Queens,Manhattan,28.5,3.0,5.76,40.56
3.21,1,20,Wednesday,23.57,credit card,yellow,Manhattan,Manhattan,16.0,3.96,0.0,23.76
0.8,1,11,Wednesday,6.52,credit card,yellow,Manhattan,Manhattan,6.0,1.0,0.0,10.3
2.34,1,6,Friday,10.62,credit card,yellow,Manhattan,Manhattan,10.0,2.66,0.0,15.96
1.8,1,20,Tuesday,13.1,credit card,yellow,Manhattan,Manhattan,10.0,1.0,0.0,14.8
0.6,3,20,Tuesday,7.8,cash,yellow,Manhattan,Manhattan,6.5,0.0,0.0,10.3
4.23,1,11,Saturday,25.52,credit card,yellow,Manhattan,Manhattan,19.0,2.5,0.0,24.8
1.0,1,16,Monday,7.23,credit card,yellow,Manhattan,Manhattan,6.5,2.15,0.0,12.95
2.7,1,10,Wednesday,24.73,credit card,yellow,Manhattan,Manhattan,16.0,2.0,0.0,21.3
4.3,1,19,Thursday,25.42,credit card,yellow,Manhattan,Brooklyn,18.5,4.55,0.0,27.35
3.1,2,15,Sunday,16.28,credit card,yellow,Manhattan,Manhattan,13.0,3.25,0.0,19.55
0.92,1,21,Thursday,5.88,credit card,yellow,Manhattan,Manhattan,6.0,1.96,0.0,11.76
0.9,5,14,Monday,6.95,credit card,yellow,Manhattan,Manhattan,6.0,1.0,0.0,10.3
0.83,2,7,Monday,3.97,credit card,yellow,Manhattan,Manhattan,5.0,1.66,0.0,9.96
15.58,1,15,Wednesday,55.55,credit card,yellow,Manhattan,Queens,52.0,11.06,0.0,66.36
0.68,6,19,Friday,10.03,credit card,yellow,Manhattan,Manhattan,7.5,2.36,0.0,14.16
1.89,1,17,Saturday,13.98,cash,yellow,Manhattan,Manhattan,10.5,0.0,0.0,13.8
1.5,1,12,Saturday,10.15,credit card,yellow,Manhattan,Manhattan,9.0,2.45,0.0,14.75
0.8,1,8,Tuesday,4.8,credit card,yellow,Manhattan,Manhattan,5.5,1.76,0.0,10.56
2.4,1,23,Wednesday,11.5,credit card,yellow,Manhattan,Manhattan,10.5,2.86,0.0,17.16
4.82,1,17,Monday,12.57,credit card,yellow,Manhattan,Manhattan,15.5,3.96,0.0,23.76
1.71,1,7,Tuesday,15.5,cash,yellow,Manhattan,Manhattan,11.0,0.0,0.0,14.3
1.3,4,15,Sunday,7.73,cash,yellow,Manhattan,Manhattan,7.5,0.0,0.0,10.8
0.8,1,17,Friday,6.28,credit card,yellow,Manhattan,Manhattan,6.0,1.5,0.0,11.8
3.4,1,22,Monday,8.85,credit card,yellow,Manhattan,Brooklyn,12.0,3.15,0.0,18.95
5.21,1,2,Thursday,15.62,credit card,yellow,Manhattan,Queens,17.0,6.24,0.0,27.04
2.31,1,21,Tuesday,8.48,cash,yellow,Queens,Queens,9.5,0.0,0.0,10.8
17.45,1,23,Thursday,39.77,cash,yellow,Manhattan,Queens,50.5,0.0,5.76,60.06
1.82,1,13,Wednesday,13.55,credit card,yellow,Manhattan,Manhattan,10.5,2.76,0.0,16.56
9.6,1,16,Tuesday,49.87,credit card,yellow,Queens,Brooklyn,36.0,0.0,0.0,36.8
1.7,1,18,Saturday,20.38,credit card,yellow,Manhattan,Manhattan,13.0,4.85,0.0,21.15
1.11,1,14,Friday,5.35,credit card,yellow,Manhattan,Manhattan,6.0,2.32,0.0,11.62
0.8,1,8,Friday,4.92,cash,yellow,Manhattan,Manhattan,5.5,0.0,0.0,8.8
0.7,1,10,Monday,8.33,cash,yellow,Manhattan,Manhattan,6.5,0.0,0.0,9.8
2.36,2,16,Sunday,15.92,credit card,yellow,Manhattan,Manhattan,12.0,3.06,0.0,18.36
1.1,2,17,Sunday,8.25,credit card,yellow,Manhattan,Manhattan,7.5,3.0,0.0,13.8
0.79,2,18,Thursday,7.68,cash,yellow,Manhattan,Manhattan,6.5,0.0,0.0,10.8
0.5,1,8,Wednesday,3.68,credit card,yellow,Manhattan,Manhattan,4.5,1.95,0.0,9.75
0.92,1,10,Saturday,5.08,credit card,yellow,Manhattan,Manhattan,5.5,2.2,0.0,11.0
1.07,1,15,Saturday,5.42,credit card,yellow,Manhattan,Manhattan,6.0,1.0,0.0,10.3
1.9,1,12,Sunday,14.73,cash,yellow,Manhattan,Manhattan,11.0,0.0,0.0,14.3
0.51,3,3,Saturday,4.45,credit card,yellow,Manhattan,Manhattan,4.5,1.66,0.0,9.96
1.3,1,8,Saturday,3.53,cash,yellow,Manhattan,Manhattan,5.5,0.0,0.0,8.8
0.6,1,12,Friday,8.1,credit card,yellow,Manhattan,Manhattan,6.5,1.0,0.0,10.8
13.9,1,13,Wednesday,24.8,credit card,yellow,Queens,Bronx,39.0,9.1,5.76,54.66
1.1,1,10,Saturday,3.08,credit card,yellow,Manhattan,Manhattan,5.0,1.66,0.0,9.96
2.0,2,22,Wednesday,11.07,credit card,yellow,Manhattan,Manhattan,9.5,0.0,0.0,13.3
1.15,1,10,Sunday,5.52,cash,yellow,Manhattan,Manhattan,6.0,0.0,0.0,9.3
0.5,2,20,Saturday,4.13,cash,yellow,Manhattan,Manhattan,4.5,0.0,0.0,8.3
0.85,1,9,Friday,12.07,cash,yellow,Manhattan,Manhattan,8.5,0.0,0.0,11.8
0.91,1,13,Wednesday,8.68,cash,yellow,Manhattan,Manhattan,7.0,0.0,0.0,10.3
0.64,1,23,Thursday,5.6,cash,yellow,Manhattan,Manhattan,5.0,0.0,0.0,8.8
1.71,1,23,Tuesday,9.88,credit card,yellow,Manhattan,Manhattan,8.5,2.46,0.0,14.76
0.4,1,15,Thursday,2.53,cash,yellow,Manhattan,Manhattan,4.0,0.0,0.0,7.3
4.36,1,15,Wednesday,33.37,credit card,yellow,Manhattan,Manhattan,23.0,7.89,0.0,34.19
1.53,1,18,Thursday,11.93,credit card,yellow,Manhattan,Manhattan,9.0,2.66,0.0,15.96
5.82,1,0,Friday,18.17,credit card,yellow,Manhattan,Manhattan,19.5,0.0,0.0,23.3
1.8,1,13,Monday,12.77,credit card,yellow,Manhattan,Manhattan,10.0,1.0,0.0,14.3
2.84,1,13,Sunday,14.92,credit card,yellow,Manhattan,Manhattan,12.5,3.16,0.0,18.96
4.3,1,17,Monday,12.08,credit card,yellow,Manhattan,Manhattan,14.5,3.75,0.0,22.55
14.0,2,18,Tuesday,30.22,credit card,yellow,Queens,Queens,39.0,7.0,0.0,47.8
1.2,1,13,Friday,12.67,cash,yellow,Manhattan,Manhattan,9.5,0.0,0.0,10.3
1.35,5,14,Tuesday,8.73,credit card,yellow,Manhattan,Manhattan,7.5,1.0,0.0,11.8
2.8,0,0,Saturday,18.57,cash,yellow,Manhattan,Brooklyn,14.5,0.0,0.0,18.3
0.97,2,13,Friday,7.93,credit card,yellow,Manhattan,Manhattan,7.0,2.06,0.0,12.36
9.8,1,0,Tuesday,24.0,credit card,yellow,Queens,Brooklyn,30.0,3.0,0.0,34.3
3.9,1,3,Sunday,14.9,credit card,yellow,Manhattan,Manhattan,14.5,2.0,0.0,20.3
1.9,1,11,Sunday,15.77,credit card,yellow,Manhattan,Manhattan,11.0,1.0,0.0,15.3
0.8,1,15,Wednesday,3.78,credit card,yellow,Manhattan,Manhattan,5.0,1.65,0.0,9.95
1.79,1,17,Sunday,11.15,credit card,yellow,Manhattan,Manhattan,9.0,2.46,0.0,14.76
7.19,1,8,Tuesday,32.37,credit card,yellow,Manhattan,Manhattan,26.0,5.86,0.0,35.16
1.33,1,18,Saturday,8.12,credit card,yellow,Manhattan,Manhattan,7.0,2.06,0.0,12.36
6.85,1,3,Sunday,20.67,cash,yellow,Manhattan,Manhattan,23.0,0.0,0.0,26.8
2.5,4,17,Sunday,13.82,cash,yellow,Manhattan,Manhattan,11.5,0.0,0.0,14.8
1.08,1,10,Wednesday,8.13,credit card,yellow,Manhattan,Manhattan,7.0,1.0,0.0,11.3
2.0,1,16,Sunday,16.68,credit card,yellow,Manhattan,Manhattan,12.0,3.05,0.0,18.35
20.25,2,22,Tuesday,30.18,credit card,yellow,Queens,Manhattan,52.0,7.94,5.76,69.0
2.6,1,21,Sunday,13.97,credit card,yellow,Manhattan,Manhattan,11.5,2.7,0.0,18.0
4.1,1,19,Wednesday,23.38,credit card,yellow,Manhattan,Manhattan,18.0,2.2,0.0,24.5
9.41,2,6,Monday,20.93,cash,yellow,Manhattan,Bronx,27.5,0.0,0.0,30.8
0.71,3,3,Saturday,4.3,credit card,yellow,Manhattan,Manhattan,5.0,1.76,0.0,10.56
3.0,0,16,Saturday,28.87,credit card,yellow,Manhattan,Manhattan,18.5,5.45,0.0,27.25
3.5,2,13,Sunday,18.55,cash,yellow,Manhattan,Manhattan,15.0,0.0,0.0,18.3
2.02,1,21,Friday,11.32,credit card,yellow,Manhattan,Manhattan,9.5,2.0,0.0,15.3
0.98,2,22,Thursday,2.7,credit card,yellow,Manhattan,Manhattan,4.5,1.0,0.0,9.3
0.3,0,13,Monday,2.72,credit card,yellow,Manhattan,Manhattan,3.5,1.7,0.0,8.5
1.63,1,16,Thursday,11.45,credit card,yellow,Manhattan,Manhattan,9.0,2.0,0.0,15.3
0.8,0,13,Thursday,8.18,credit card,yellow,Manhattan,Manhattan,6.5,1.95,0.0,11.75
1.2,2,12,Wednesday,9.22,credit card,yellow,Manhattan,Manhattan,7.5,2.16,0.0,12.96
1.3,2,8,Monday,7.45,credit card,yellow,Manhattan,Manhattan,7.0,2.06,0.0,12.36
1.25,1,12,Monday,15.22,credit card,yellow,Manhattan,Manhattan,10.5,2.76,0.0,16.56
3.9,1,2,Sunday,16.55,credit card,yellow,Manhattan,Manhattan,15.5,5.75,0.0,25.05
0.82,1,8,Monday,8.38,credit card,yellow,Manhattan,Manhattan,7.0,2.06,0.0,12.36
3.6,1,18,Saturday,48.02,cash,yellow,Manhattan,Manhattan,27.5,0.0,0.0,30.8
18.71,5,6,Saturday,31.62,credit card,yellow,Manhattan,Queens,52.0,11.06,0.0,66.36
2.55,6,11,Wednesday,13.55,credit card,yellow,Manhattan,Manhattan,11.5,2.96,0.0,17.76
0.59,6,7,Wednesday,2.28,credit card,yellow,Manhattan,Manhattan,4.0,1.46,0.0,8.76
2.6,1,18,Friday,14.72,credit card,yellow,Manhattan,Manhattan,12.0,3.25,0.0,19.55
2.9,1,17,Tuesday,23.83,credit card,yellow,Manhattan,Manhattan,16.0,4.0,0.0,24.3
3.75,3,7,Thursday,18.15,credit card,yellow,Manhattan,Manhattan,15.0,3.66,0.0,21.96
1.06,1,23,Tuesday,2.92,cash,yellow,Manhattan,Manhattan,5.0,0.0,0.0,8.8
2.8,1,19,Monday,8.25,credit card,yellow,Manhattan,Manhattan,10.0,2.85,0.0,17.15
10.0,0,11,Wednesday,30.7,credit card,yellow,Queens,Manhattan,32.0,5.0,5.76,46.06
3.33,4,21,Tuesday,16.25,credit card,yellow,Manhattan,Manhattan,14.0,0.89,0.0,18.69
2.5,1,16,Saturday,13.33,cash,yellow,Manhattan,Manhattan,11.5,0.0,0.0,14.8
1.4,0,12,Wednesday,27.55,credit card,yellow,Manhattan,Manhattan,16.0,3.85,0.0,23.15
2.2,1,10,Monday,20.13,credit card,yellow,Manhattan,Manhattan,14.0,3.0,0.0,20.3
2.08,5,11,Sunday,12.17,credit card,yellow,Manhattan,Manhattan,10.5,4.14,0.0,17.94
3.5,1,7,Sunday,11.95,credit card,yellow,Manhattan,Manhattan,12.5,2.5,0.0,18.3
1.9,1,11,Tuesday,22.02,credit card,yellow,Manhattan,Manhattan,14.0,3.45,0.0,20.75
1.55,1,15,Sunday,9.02,credit card,yellow,Manhattan,Manhattan,8.0,2.26,0.0,13.56
1.42,1,12,Wednesday,21.2,cash,yellow,Manhattan,Manhattan,13.5,0.0,0.0,16.8
1.6,1,15,Monday,10.78,credit card,yellow,Manhattan,Manhattan,9.0,2.66,0.0,15.96
2.5,1,2,Wednesday,7.62,credit card,yellow,Manhattan,Manhattan,9.0,2.55,0.0,15.35
5.59,1,8,Wednesday,23.1,credit card,yellow,Manhattan,Manhattan,18.03,0.0,0.0,18.33
16.65,1,0,Monday,27.35,credit card,yellow,Queens,Brooklyn,45.5,9.36,0.0,56.16
1.9,1,20,Monday,15.0,credit card,yellow,Manhattan,Manhattan,11.0,3.7,0.0,18.5
1.8,0,16,Sunday,13.13,credit card,yellow,Manhattan,Manhattan,10.0,3.45,0.0,17.25
7.03,1,23,Thursday,20.4,credit card,yellow,Queens,Brooklyn,23.0,4.86,0.0,29.16
25.28,1,11,Saturday,48.9,credit card,yellow,Manhattan,Brooklyn,70.0,0.0,0.0,70.8
2.01,1,5,Sunday,6.07,cash,yellow,Manhattan,Manhattan,7.5,0.0,0.0,11.3
2.8,1,18,Friday,25.98,credit card,yellow,Manhattan,Manhattan,17.5,4.35,0.0,26.15
2.28,1,2,Sunday,7.77,credit card,yellow,Manhattan,Manhattan,8.5,2.46,0.0,14.76
9.13,1,6,Sunday,53.12,credit card,yellow,Manhattan,Brooklyn,38.0,6.5,0.0,47.8
0.81,1,12,Sunday,2.27,credit card,yellow,Manhattan,Manhattan,4.5,1.56,0.0,9.36
5.62,1,19,Tuesday,30.77,credit card,yellow,Manhattan,Manhattan,24.0,8.49,0.0,36.79
0.42,1,9,Wednesday,1.82,cash,yellow,Manhattan,Manhattan,3.5,0.0,0.0,6.8
1.3,5,7,Thursday,7.73,credit card,yellow,Manhattan,Manhattan,7.0,1.0,0.0,11.3
1.18,1,0,Thursday,6.67,cash,yellow,Manhattan,Manhattan,6.5,0.0,0.0,10.3
1.3,1,8,Saturday,5.88,cash,yellow,Manhattan,Manhattan,6.0,0.0,0.0,9.3
2.1,2,16,Friday,15.8,credit card,yellow,Manhattan,Manhattan,11.5,3.15,0.0,18.95
3.37,1,20,Friday,27.17,credit card,yellow,Manhattan,Manhattan,17.5,4.26,0.0,25.56
0.7,1,13,Wednesday,6.35,credit card,yellow,Manhattan,Manhattan,6.0,1.85,0.0,11.15
1.1,2,16,Tuesday,14.35,cash,yellow,Manhattan,Manhattan,9.5,0.0,0.0,13.8
0.7,1,16,Wednesday,8.13,credit card,yellow,Manhattan,Manhattan,6.5,2.2,0.0,13.0
0.96,1,15,Saturday,10.2,credit card,yellow,Manhattan,Manhattan,8.0,1.0,0.0,12.3
1.73,1,15,Saturday,13.33,cash,yellow,Manhattan,Manhattan,10.0,0.0,0.0,13.3
1.65,1,23,Friday,11.6,cash,yellow,Manhattan,Manhattan,9.5,0.0,0.0,13.3
1.26,1,20,Saturday,6.78,credit card,yellow,Manhattan,Manhattan,6.5,1.0,0.0,11.3
0.7,1,8,Thursday,6.35,cash,yellow,Manhattan,Manhattan,6.0,0.0,0.0,9.3
1.11,1,19,Saturday,5.45,credit card,yellow,Manhattan,Manhattan,6.0,1.86,0.0,11.16
0.95,1,19,Tuesday,7.25,credit card,yellow,Manhattan,Manhattan,6.5,1.75,0.0,12.55
17.95,1,2,Thursday,27.82,cash,yellow,Queens,Manhattan,52.0,0.0,0.0,55.3
1.0,2,1,Sunday,5.9,credit card,yellow,Manhattan,Manhattan,5.5,1.85,0.0,11.15
2.3,1,13,Wednesday,20.55,cash,yellow,Manhattan,Manhattan,14.0,0.0,0.0,17.3
1.1,1,17,Friday,8.6,credit card,yellow,Manhattan,Manhattan,7.5,2.35,0.0,14.15
7.58,1,0,Sunday,36.78,credit card,yellow,Manhattan,Brooklyn,28.5,8.08,0.0,40.38
0.78,2,23,Saturday,5.47,cash,yellow,Manhattan,Manhattan,5.5,0.0,0.0,9.3
8.54,1,16,Monday,26.52,credit card,yellow,Manhattan,Manhattan,24.74,0.0,0.0,25.54
1.6,1,10,Sunday,6.0,credit card,yellow,Manhattan,Manhattan,7.5,2.15,0.0,12.95
2.4,1,16,Sunday,24.9,credit card,yellow,Manhattan,Manhattan,17.0,4.25,0.0,25.55
2.3,1,1,Friday,12.25,credit card,yellow,Manhattan,Manhattan,10.0,2.76,0.0,16.56
2.24,1,20,Saturday,19.08,credit card,yellow,Manhattan,Manhattan,13.0,3.36,0.0,20.16
1.94,1,8,Thursday,16.53,credit card,yellow,Manhattan,Manhattan,12.0,1.0,0.0,16.3
0.8,1,4,Friday,3.08,credit card,yellow,Manhattan,Manhattan,5.0,2.2,0.0,11.0
4.96,1,21,Thursday,21.57,credit card,yellow,Manhattan,Manhattan,20.5,4.86,0.0,29.16
4.4,1,23,Saturday,18.32,cash,yellow,Brooklyn,Manhattan,16.5,0.0,0.0,20.3
1.2,1,9,Wednesday,5.27,credit card,yellow,Manhattan,Manhattan,6.0,2.3,0.0,11.6
1.2,1,9,Tuesday,13.43,credit card,yellow,Manhattan,Manhattan,9.5,1.28,0.0,14.08
1.17,1,20,Wednesday,8.95,cash,yellow,Manhattan,Manhattan,7.5,0.0,0.0,11.3
1.8,4,16,Friday,14.75,cash,yellow,Manhattan,Manhattan,10.5,0.0,0.0,14.8
3.9,1,0,Monday,19.07,cash,yellow,Manhattan,Brooklyn,16.0,0.0,0.0,19.8
1.13,1,17,Saturday,4.38,cash,yellow,Manhattan,Manhattan,5.5,0.0,0.0,8.8
1.1,1,19,Monday,5.72,credit card,yellow,Manhattan,Manhattan,6.0,2.05,0.0,12.35
0.4,3,19,Monday,3.3,credit card,yellow,Manhattan,Manhattan,4.0,1.11,0.0,6.91
1.19,2,23,Tuesday,5.55,credit card,yellow,Manhattan,Manhattan,6.0,1.96,0.0,11.76
0.8,1,21,Saturday,3.98,credit card,yellow,Manhattan,Manhattan,5.0,1.0,0.0,9.8
0.82,1,8,Sunday,2.33,credit card,yellow,Manhattan,Manhattan,4.5,1.0,0.0,8.8
1.55,5,14,Tuesday,19.17,credit card,yellow,Manhattan,Manhattan,12.5,3.16,0.0,18.96
6.3,1,17,Sunday,35.05,credit card,yellow,Manhattan,Brooklyn,27.5,0.0,0.0,30.8
10.54,1,8,Friday,46.95,credit card,yellow,Manhattan,Queens,40.0,12.26,5.76,61.32
4.17,1,1,Thursday,12.53,credit card,yellow,Manhattan,Manhattan,14.5,3.66,0.0,21.96
0.6,3,20,Tuesday,3.08,credit card,yellow,Manhattan,Manhattan,4.0,1.17,0.0,8.97
1.9,1,18,Thursday,11.77,credit card,yellow,Manhattan,Manhattan,9.5,2.75,0.0,16.55
0.63,1,20,Tuesday,4.3,credit card,yellow,Manhattan,Manhattan,5.0,1.76,0.0,10.56
6.95,1,11,Sunday,15.28,credit card,yellow,Manhattan,Manhattan,21.0,4.86,0.0,29.16
1.11,1,19,Saturday,10.97,credit card,yellow,Manhattan,Manhattan,8.5,2.36,0.0,14.16
1.33,1,7,Wednesday,6.92,credit card,yellow,Manhattan,Manhattan,7.0,2.06,0.0,12.36
0.63,5,10,Sunday,3.18,credit card,yellow,Manhattan,Manhattan,4.5,1.56,0.0,9.36
2.21,1,23,Monday,10.48,credit card,yellow,Manhattan,Manhattan,10.0,2.0,0.0,15.8
1.2,1,0,Sunday,5.12,credit card,yellow,Manhattan,Manhattan,6.0,1.95,0.0,11.75
1.3,2,23,Saturday,10.83,credit card,yellow,Manhattan,Manhattan,8.5,2.45,0.0,14.75
2.66,2,11,Sunday,16.65,credit card,yellow,Manhattan,Manhattan,12.5,2.0,0.0,17.8
1.04,2,19,Sunday,5.08,credit card,yellow,Manhattan,Manhattan,5.5,1.76,0.0,10.56
2.3,1,1,Thursday,8.0,cash,yellow,Manhattan,Brooklyn,10.0,0.0,0.0,13.8
3.41,1,9,Sunday,12.85,credit card,yellow,Manhattan,Manhattan,12.5,1.0,0.0,16.8
3.2,1,21,Friday,15.02,credit card,yellow,Manhattan,Manhattan,12.5,2.0,0.0,18.3
0.55,1,11,Wednesday,6.25,credit card,yellow,Manhattan,Manhattan,5.5,1.76,0.0,10.56
1.47,2,21,Tuesday,9.58,credit card,yellow,Manhattan,Manhattan,8.0,2.36,0.0,14.16
4.23,1,20,Saturday,14.32,cash,yellow,Queens,Queens,14.0,0.0,0.0,15.3
1.54,1,18,Saturday,10.6,credit card,yellow,Manhattan,Manhattan,9.0,2.46,0.0,14.76
6.6,1,17,Thursday,46.18,credit card,yellow,Brooklyn,Brooklyn,30.0,0.0,0.0,31.8
0.7,3,15,Thursday,5.33,credit card,yellow,Manhattan,Manhattan,5.5,1.76,0.0,10.56
2.12,1,8,Thursday,17.53,cash,yellow,Manhattan,Manhattan,12.5,0.0,0.0,15.8
1.7,2,13,Thursday,28.88,credit card,yellow,Manhattan,Manhattan,17.5,4.15,0.0,24.95
1.87,1,11,Tuesday,10.32,cash,yellow,Manhattan,Manhattan,8.0,0.0,0.0,11.3
0.97,6,9,Tuesday,15.23,credit card,yellow,Manhattan,Manhattan,10.0,2.66,0.0,15.96
3.53,1,10,Friday,33.68,credit card,yellow,Manhattan,Manhattan,22.0,1.0,0.0,26.3
3.55,1,1,Saturday,19.05,credit card,yellow,Manhattan,Manhattan,14.5,2.5,0.0,20.8
1.8,1,21,Wednesday,9.58,credit card,yellow,Manhattan,Manhattan,8.5,2.45,0.0,14.75
2.35,1,6,Thursday,13.97,credit card,yellow,Manhattan,Manhattan,11.0,3.58,0.0,17.88
3.44,1,12,Sunday,42.28,credit card,yellow,Manhattan,Manhattan,25.5,5.76,0.0,34.56
0.62,1,21,Saturday,4.03,cash,yellow,Manhattan,Manhattan,4.5,0.0,0.0,8.3
